codes,description
22215311000001104,Fludrocortisone 25micrograms/5ml oral suspension
8481411000001100,Fludrocortisone 25micrograms/5ml oral suspension (Special Order)
8481811000001103,Fludrocortisone 25micrograms/5ml oral suspension (Special Order)
22215411000001104,Fludrocortisone 25micrograms/5ml oral suspension (Special Order)
8516111000001108,Fludrocortisone 50micrograms/5ml oral suspension
8481011000001109,Fludrocortisone 50micrograms/5ml oral suspension
22215511000001108,Fludrocortisone 50micrograms/5ml oral suspension
8481311000001107,Fludrocortisone 50micrograms/5ml oral suspension (Drug Tariff Special Order)
8481711000001106,Fludrocortisone 50micrograms/5ml oral suspension (Drug Tariff Special Order)
22215611000001108,Fludrocortisone 50micrograms/5ml oral suspension (Drug Tariff Special Order)
8515511000001106,Fludrocortisone 150micrograms/5ml oral suspension
8481211000001104,Fludrocortisone 150micrograms/5ml oral suspension
8481611000001102,Fludrocortisone 150micrograms/5ml oral suspension (Special Order)
8481911000001108,Fludrocortisone 150micrograms/5ml oral suspension (Special Order)
8515611000001105,Fludrocortisone 200micrograms/5ml oral suspension
8482011000001101,Fludrocortisone 200micrograms/5ml oral suspension
8482211000001106,Fludrocortisone 200micrograms/5ml oral suspension (Special Order)
8482411000001105,Fludrocortisone 200micrograms/5ml oral suspension (Special Order)
8516211000001102,Fludrocortisone 62.5micrograms/5ml oral suspension
8482111000001100,Fludrocortisone 62.5micrograms/5ml oral suspension
8482311000001103,Fludrocortisone 62.5micrograms/5ml oral suspension (Special Order)
8482511000001109,Fludrocortisone 62.5micrograms/5ml oral suspension (Special Order)
8516311000001105,Fludrocortisone 85micrograms/5ml oral suspension
8482611000001108,Fludrocortisone 85micrograms/5ml oral suspension
8482711000001104,Fludrocortisone 85micrograms/5ml oral suspension (Special Order)
8482811000001107,Fludrocortisone 85micrograms/5ml oral suspension (Special Order)
8581511000001106,Hydrocortisone 25mg/5ml oral suspension
8531011000001106,Hydrocortisone 25mg/5ml oral suspension
8531111000001107,Hydrocortisone 25mg/5ml oral suspension (Special Order)
8531311000001109,Hydrocortisone 25mg/5ml oral suspension (Special Order)
8581311000001100,Hydrocortisone 2.5mg/5ml oral suspension
8532211000001108,Hydrocortisone 2.5mg/5ml oral suspension
8532411000001107,Hydrocortisone 2.5mg/5ml oral suspension (Special Order)
8532511000001106,Hydrocortisone 2.5mg/5ml oral suspension (Special Order)
8581611000001105,Hydrocortisone 5mg/5ml oral suspension
8531711000001108,Hydrocortisone 5mg/5ml oral suspension
21315711000001108,Hydrocortisone 5mg/5ml oral suspension
8531811000001100,Hydrocortisone 5mg/5ml oral suspension (Drug Tariff Special Order)
8531911000001105,Hydrocortisone 5mg/5ml oral suspension (Drug Tariff Special Order)
21315811000001100,Hydrocortisone 5mg/5ml oral suspension (Drug Tariff Special Order)
8581111000001102,Hydrocortisone 10mg/5ml oral suspension
8532011000001103,Hydrocortisone 10mg/5ml oral suspension
21390311000001104,Hydrocortisone 10mg/5ml oral suspension
8532311000001100,Hydrocortisone 10mg/5ml oral suspension (Drug Tariff Special Order)
8532711000001101,Hydrocortisone 10mg/5ml oral suspension (Drug Tariff Special Order)
21390411000001104,Hydrocortisone 10mg/5ml oral suspension (Drug Tariff Special Order)
8581411000001107,Hydrocortisone 20mg/5ml oral suspension
8533011000001107,Hydrocortisone 20mg/5ml oral suspension
8533211000001102,Hydrocortisone 20mg/5ml oral suspension (Special Order)
8533611000001100,Hydrocortisone 20mg/5ml oral suspension (Special Order)
8581211000001108,Hydrocortisone 12.5mg/5ml oral suspension
8533311000001105,Hydrocortisone 12.5mg/5ml oral suspension
8533511000001104,Hydrocortisone 12.5mg/5ml oral suspension (Special Order)
8533811000001101,Hydrocortisone 12.5mg/5ml oral suspension (Special Order)
8672011000001109,Prednisolone 2mg/5ml oral suspension
8651011000001104,Prednisolone 2mg/5ml oral suspension
8651111000001103,Prednisolone 2mg/5ml oral suspension (Special Order)
8651211000001109,Prednisolone 2mg/5ml oral suspension (Special Order)
8792411000001102,Cortisone 5mg capsules
8748311000001102,Cortisone 5mg capsules
8748411000001109,Cortisone 5mg capsules (Special Order)
8748611000001107,Cortisone 5mg capsules (Special Order)
8794211000001105,Fludrocortisone 50microgram capsules
8747311000001103,Fludrocortisone 50microgram capsules
8748011000001100,Fludrocortisone 50microgram capsules (Special Order)
8748111000001104,Fludrocortisone 50microgram capsules (Special Order)
8792611000001104,Dexamethasone 100microgram capsules
8747411000001105,Dexamethasone 100microgram capsules
8747511000001109,Dexamethasone 100microgram capsules (Special Order)
8747711000001104,Dexamethasone 100microgram capsules (Special Order)
9154711000001100,Dexamethasone 100mg/5ml solution for injection vials
9119611000001104,Dexamethasone 100mg/5ml solution for injection vials
9119711000001108,Dexamethasone 100mg/5ml solution for injection vials (Hospira UK Ltd)
9119811000001104,Dexamethasone 100mg/5ml solution for injection vials (Hospira UK Ltd)
9222411000001104,Dexamethasone 100mg/5ml solution for injection vials (A A H Pharmaceuticals Ltd)
9222511000001100,Dexamethasone 100mg/5ml solution for injection vials (A A H Pharmaceuticals Ltd)
9407011000001104,Prednisolone 40mg/100ml enema
9388211000001100,Prednisolone 40mg/100ml enema
9388511000001102,Prednisolone 40mg/100ml enema (Special Order)
9388711000001108,Prednisolone 40mg/100ml enema (Special Order)
11550711000001104,Budesonide 2mg foam enema
11550811000001102,Budesonide 2mg foam enema
11550911000001108,Budenofalk 2mg foam enema (Dr. Falk Pharma UK Ltd)
11551011000001104,Budenofalk 2mg foam enema (Dr. Falk Pharma UK Ltd)
11612111000001108,Dexamethasone 10mg/5ml oral solution
11602211000001100,Dexamethasone 10mg/5ml oral solution
11602311000001108,Dexamethasone 10mg/5ml oral solution (Special Order)
11602411000001100,Dexamethasone 10mg/5ml oral solution (Special Order)
11714611000001100,Dexamethasone 1.25mg/5ml oral suspension
11683911000001104,Dexamethasone 1.25mg/5ml oral suspension
11684111000001104,Dexamethasone 1.25mg/5ml oral suspension (Special Order)
11684211000001104,Dexamethasone 1.25mg/5ml oral suspension (Special Order)
11714511000001100,Dexamethasone 1.25mg/5ml oral solution
11684411000001108,Dexamethasone 1.25mg/5ml oral solution
11684711000001104,Dexamethasone 1.25mg/5ml oral solution (Special Order)
11684811000001106,Dexamethasone 1.25mg/5ml oral solution (Special Order)
11714811000001102,Dexamethasone 1.5mg/5ml oral suspension
11684911000001100,Dexamethasone 1.5mg/5ml oral suspension
11685011000001100,Dexamethasone 1.5mg/5ml oral suspension (Special Order)
11685111000001100,Dexamethasone 1.5mg/5ml oral suspension (Special Order)
11714711000001104,Dexamethasone 1.5mg/5ml oral solution
11685211000001106,Dexamethasone 1.5mg/5ml oral solution
11685311000001104,Dexamethasone 1.5mg/5ml oral solution (Special Order)
11685411000001104,Dexamethasone 1.5mg/5ml oral solution (Special Order)
11714911000001108,Dexamethasone 10mg/5ml oral suspension
11685511000001108,Dexamethasone 10mg/5ml oral suspension
11685611000001108,Dexamethasone 10mg/5ml oral suspension (Special Order)
11685711000001104,Dexamethasone 10mg/5ml oral suspension (Special Order)
11715111000001108,Dexamethasone 14mg/5ml oral suspension
11686411000001100,Dexamethasone 14mg/5ml oral suspension
11686511000001102,Dexamethasone 14mg/5ml oral suspension (Special Order)
11686611000001104,Dexamethasone 14mg/5ml oral suspension (Special Order)
11715011000001108,Dexamethasone 14mg/5ml oral solution
11687011000001108,Dexamethasone 14mg/5ml oral solution
11687111000001108,Dexamethasone 14mg/5ml oral solution (Special Order)
11687211000001104,Dexamethasone 14mg/5ml oral solution (Special Order)
11715311000001104,Dexamethasone 16.7mg/5ml oral suspension
11687611000001100,Dexamethasone 16.7mg/5ml oral suspension
11687711000001104,Dexamethasone 16.7mg/5ml oral suspension (Special Order)
11687811000001102,Dexamethasone 16.7mg/5ml oral suspension (Special Order)
11715211000001102,Dexamethasone 16.7mg/5ml oral solution
11687911000001108,Dexamethasone 16.7mg/5ml oral solution
11688011000001108,Dexamethasone 16.7mg/5ml oral solution (Special Order)
11688111000001104,Dexamethasone 16.7mg/5ml oral solution (Special Order)
11715511000001104,Dexamethasone 16mg/5ml oral suspension
11688511000001100,Dexamethasone 16mg/5ml oral suspension
11688611000001102,Dexamethasone 16mg/5ml oral suspension (Special Order)
11688711000001106,Dexamethasone 16mg/5ml oral suspension (Special Order)
11715411000001104,Dexamethasone 16mg/5ml oral solution
11689011000001104,Dexamethasone 16mg/5ml oral solution
11689211000001108,Dexamethasone 16mg/5ml oral solution (Special Order)
11689311000001100,Dexamethasone 16mg/5ml oral solution (Special Order)
11715711000001108,Dexamethasone 20mg/5ml oral suspension
11689411000001108,Dexamethasone 20mg/5ml oral suspension
11689511000001108,Dexamethasone 20mg/5ml oral suspension (Special Order)
11689711000001102,Dexamethasone 20mg/5ml oral suspension (Special Order)
11715611000001100,Dexamethasone 20mg/5ml oral solution
11690011000001108,Dexamethasone 20mg/5ml oral solution
11690111000001108,Dexamethasone 20mg/5ml oral solution (Special Order)
11690211000001104,Dexamethasone 20mg/5ml oral solution (Special Order)
11715911000001106,Dexamethasone 250micrograms/5ml oral suspension
11690311000001106,Dexamethasone 250micrograms/5ml oral suspension
11690411000001104,Dexamethasone 250micrograms/5ml oral suspension (Special Order)
11690611000001100,Dexamethasone 250micrograms/5ml oral suspension (Special Order)
11715811000001100,Dexamethasone 250micrograms/5ml oral solution
11690911000001108,Dexamethasone 250micrograms/5ml oral solution
11691011000001104,Dexamethasone 250micrograms/5ml oral solution (Special Order)
11691111000001104,Dexamethasone 250micrograms/5ml oral solution (Special Order)
11716111000001102,Dexamethasone 2mg/5ml oral suspension
11691211000001108,Dexamethasone 2mg/5ml oral suspension
11691411000001108,Dexamethasone 2mg/5ml oral suspension (Special Order)
11691611000001106,Dexamethasone 2mg/5ml oral suspension (Special Order)
11716011000001104,Dexamethasone 2mg/5ml oral solution
11691811000001104,Dexamethasone 2mg/5ml oral solution
11691911000001100,Dexamethasone 2mg/5ml oral solution (Special Order)
11692011000001108,Dexamethasone 2mg/5ml oral solution (Special Order)
11716311000001100,Dexamethasone 3mg/5ml oral suspension
11692111000001108,Dexamethasone 3mg/5ml oral suspension
11692211000001102,Dexamethasone 3mg/5ml oral suspension (Special Order)
11692311000001104,Dexamethasone 3mg/5ml oral suspension (Special Order)
11716211000001108,Dexamethasone 3mg/5ml oral solution
11692411000001104,Dexamethasone 3mg/5ml oral solution
11692611000001100,Dexamethasone 3mg/5ml oral solution (Special Order)
11692911000001106,Dexamethasone 3mg/5ml oral solution (Special Order)
11716511000001106,Dexamethasone 4mg/5ml oral suspension
11693011000001104,Dexamethasone 4mg/5ml oral suspension
11693111000001102,Dexamethasone 4mg/5ml oral suspension (Special Order)
11693211000001108,Dexamethasone 4mg/5ml oral suspension (Special Order)
11716411000001108,Dexamethasone 4mg/5ml oral solution
11693311000001100,Dexamethasone 4mg/5ml oral solution
11693411000001108,Dexamethasone 4mg/5ml oral solution (Special Order)
11693511000001106,Dexamethasone 4mg/5ml oral solution (Special Order)
11716711000001100,Dexamethasone 6mg/5ml oral suspension
11693611000001104,Dexamethasone 6mg/5ml oral suspension
11693711000001100,Dexamethasone 6mg/5ml oral suspension (Special Order)
11693811000001108,Dexamethasone 6mg/5ml oral suspension (Special Order)
11716611000001104,Dexamethasone 6mg/5ml oral solution
11693911000001104,Dexamethasone 6mg/5ml oral solution
11694011000001100,Dexamethasone 6mg/5ml oral solution (Special Order)
11694111000001100,Dexamethasone 6mg/5ml oral solution (Special Order)
11716911000001104,Dexamethasone 8mg/5ml oral suspension
11694211000001106,Dexamethasone 8mg/5ml oral suspension
20443511000001108,Dexamethasone 8mg/5ml oral suspension
11694311000001104,Dexamethasone 8mg/5ml oral suspension (Special Order)
11694411000001104,Dexamethasone 8mg/5ml oral suspension (Special Order)
20443711000001104,Dexamethasone 8mg/5ml oral suspension (Special Order)
11716811000001108,Dexamethasone 8mg/5ml oral solution
11694511000001108,Dexamethasone 8mg/5ml oral solution
11694611000001108,Dexamethasone 8mg/5ml oral solution (Special Order)
11694711000001104,Dexamethasone 8mg/5ml oral solution (Special Order)
11816511000001108,Cortisone 2.5mg/5ml oral suspension
11800411000001106,Cortisone 2.5mg/5ml oral suspension
11800511000001104,Cortisone 2.5mg/5ml oral suspension (Special Order)
11800611000001108,Cortisone 2.5mg/5ml oral suspension (Special Order)
11816411000001104,Cortisone 2.5mg/5ml oral solution
11800711000001100,Cortisone 2.5mg/5ml oral solution
11800811000001108,Cortisone 2.5mg/5ml oral solution (Special Order)
11800911000001104,Cortisone 2.5mg/5ml oral solution (Special Order)
11880411000001104,Beclometasone 5mg gastro-resistant modified-release tablets
11835511000001108,Beclometasone 5mg gastro-resistant modified-release tablets
11835611000001108,Clipper 5mg gastro-resistant modified-release tablets (Chiesi Ltd)
11835711000001104,Clipper 5mg gastro-resistant modified-release tablets (Chiesi Ltd)
12030011000001106,Fludrocortisone 10micrograms/5ml oral suspension
11968311000001108,Fludrocortisone 10micrograms/5ml oral suspension
11968611000001104,Fludrocortisone 10micrograms/5ml oral suspension (Special Order)
11968711000001108,Fludrocortisone 10micrograms/5ml oral suspension (Special Order)
12030111000001108,Fludrocortisone 130micrograms/5ml oral suspension
11968911000001104,Fludrocortisone 130micrograms/5ml oral suspension
11969211000001106,Fludrocortisone 130micrograms/5ml oral suspension (Special Order)
11969311000001104,Fludrocortisone 130micrograms/5ml oral suspension (Special Order)
12030211000001100,Fludrocortisone 187.5micrograms/5ml oral suspension
11969611000001108,Fludrocortisone 187.5micrograms/5ml oral suspension
11969811000001108,Fludrocortisone 187.5micrograms/5ml oral suspension (Special Order)
11969911000001102,Fludrocortisone 187.5micrograms/5ml oral suspension (Special Order)
12030311000001108,Fludrocortisone 1mg/5ml oral suspension
11970111000001102,Fludrocortisone 1mg/5ml oral suspension
11970311000001100,Fludrocortisone 1mg/5ml oral suspension (Special Order)
11970511000001106,Fludrocortisone 1mg/5ml oral suspension (Special Order)
12030411000001102,Fludrocortisone 20micrograms/5ml oral suspension
11970811000001108,Fludrocortisone 20micrograms/5ml oral suspension
11971011000001108,Fludrocortisone 20micrograms/5ml oral suspension (Special Order)
11971111000001108,Fludrocortisone 20micrograms/5ml oral suspension (Special Order)
12030511000001104,Fludrocortisone 30micrograms/5ml oral suspension
11971611000001100,Fludrocortisone 30micrograms/5ml oral suspension
11971911000001106,Fludrocortisone 30micrograms/5ml oral suspension (Special Order)
11972211000001108,Fludrocortisone 30micrograms/5ml oral suspension (Special Order)
12030711000001108,Fludrocortisone 600micrograms/5ml oral suspension
11973511000001100,Fludrocortisone 600micrograms/5ml oral suspension
11973611000001100,Fludrocortisone 600micrograms/5ml oral suspension (Special Order)
11973711000001104,Fludrocortisone 600micrograms/5ml oral suspension (Special Order)
12030811000001100,Fludrocortisone 625micrograms/5ml oral suspension
11974311000001108,Fludrocortisone 625micrograms/5ml oral suspension
11974411000001100,Fludrocortisone 625micrograms/5ml oral suspension (Special Order)
11974511000001102,Fludrocortisone 625micrograms/5ml oral suspension (Special Order)
12030911000001104,Fludrocortisone 750micrograms/5ml oral suspension
11974911000001108,Fludrocortisone 750micrograms/5ml oral suspension
11975211000001104,Fludrocortisone 750micrograms/5ml oral suspension (Special Order)
11975311000001108,Fludrocortisone 750micrograms/5ml oral suspension (Special Order)
12031011000001102,Fludrocortisone 75micrograms/5ml oral suspension
11975811000001104,Fludrocortisone 75micrograms/5ml oral suspension
11975911000001108,Fludrocortisone 75micrograms/5ml oral suspension (Special Order)
11976111000001104,Fludrocortisone 75micrograms/5ml oral suspension (Special Order)
12031111000001100,Fludrocortisone 850micrograms/5ml oral suspension
11976711000001104,Fludrocortisone 850micrograms/5ml oral suspension
11976811000001106,Fludrocortisone 850micrograms/5ml oral suspension (Special Order)
11976911000001100,Fludrocortisone 850micrograms/5ml oral suspension (Special Order)
12540311000001104,Hydrocortisone 1.5mg/5ml oral suspension
12528411000001104,Hydrocortisone 1.5mg/5ml oral suspension
12528511000001104,Hydrocortisone 1.5mg/5ml oral suspension (Special Order)
12528611000001100,Hydrocortisone 1.5mg/5ml oral suspension (Special Order)
12540411000001104,Hydrocortisone 100mg/5ml oral suspension
12528711000001108,Hydrocortisone 100mg/5ml oral suspension
12528911000001106,Hydrocortisone 100mg/5ml oral suspension (Special Order)
12529111000001100,Hydrocortisone 100mg/5ml oral suspension (Special Order)
12540511000001104,Hydrocortisone 13.95mg/5ml oral suspension
12529211000001108,Hydrocortisone 13.95mg/5ml oral suspension
12529311000001104,Hydrocortisone 13.95mg/5ml oral suspension (Special Order)
12529411000001106,Hydrocortisone 13.95mg/5ml oral suspension (Special Order)
12540611000001100,Hydrocortisone 18mg/5ml oral suspension
12529511000001104,Hydrocortisone 18mg/5ml oral suspension
12529611000001108,Hydrocortisone 18mg/5ml oral suspension (Special Order)
12529711000001100,Hydrocortisone 18mg/5ml oral suspension (Special Order)
12540711000001108,Hydrocortisone 1mg/5ml oral suspension
12529811000001108,Hydrocortisone 1mg/5ml oral suspension
12529911000001104,Hydrocortisone 1mg/5ml oral suspension (Special Order)
12530011000001108,Hydrocortisone 1mg/5ml oral suspension (Special Order)
12540811000001100,Hydrocortisone 2.6mg/5ml oral suspension
12530111000001108,Hydrocortisone 2.6mg/5ml oral suspension
12530211000001104,Hydrocortisone 2.6mg/5ml oral suspension (Special Order)
12530311000001106,Hydrocortisone 2.6mg/5ml oral suspension (Special Order)
12540911000001106,Hydrocortisone 250micrograms/5ml oral suspension
12530411000001104,Hydrocortisone 250micrograms/5ml oral suspension
12530511000001100,Hydrocortisone 250micrograms/5ml oral suspension (Special Order)
12530611000001100,Hydrocortisone 250micrograms/5ml oral suspension (Special Order)
12541011000001104,Hydrocortisone 2mg/5ml oral suspension
12530911000001108,Hydrocortisone 2mg/5ml oral suspension
12531011000001104,Hydrocortisone 2mg/5ml oral suspension (Special Order)
12531111000001104,Hydrocortisone 2mg/5ml oral suspension (Special Order)
12554611000001108,Hydrocortisone 3.6mg/5ml oral suspension
12551211000001104,Hydrocortisone 3.6mg/5ml oral suspension
12551311000001102,Hydrocortisone 3.6mg/5ml oral suspension (Special Order)
12551411000001108,Hydrocortisone 3.6mg/5ml oral suspension (Special Order)
12554711000001100,Hydrocortisone 3.75mg/5ml oral suspension
12551511000001108,Hydrocortisone 3.75mg/5ml oral suspension
12551611000001108,Hydrocortisone 3.75mg/5ml oral suspension (Special Order)
12551711000001104,Hydrocortisone 3.75mg/5ml oral suspension (Special Order)
12554811000001108,Hydrocortisone 30mg/5ml oral suspension
12551811000001106,Hydrocortisone 30mg/5ml oral suspension
12551911000001100,Hydrocortisone 30mg/5ml oral suspension (Special Order)
12552011000001108,Hydrocortisone 30mg/5ml oral suspension (Special Order)
12554911000001104,Hydrocortisone 3mg/5ml oral suspension
12552111000001108,Hydrocortisone 3mg/5ml oral suspension
12552211000001104,Hydrocortisone 3mg/5ml oral suspension (Special Order)
12552311000001106,Hydrocortisone 3mg/5ml oral suspension (Special Order)
12555011000001104,Hydrocortisone 4.25mg/5ml oral suspension
12552411000001104,Hydrocortisone 4.25mg/5ml oral suspension
12552511000001100,Hydrocortisone 4.25mg/5ml oral suspension (Special Order)
12552611000001100,Hydrocortisone 4.25mg/5ml oral suspension (Special Order)
12555111000001102,Hydrocortisone 4mg/5ml oral suspension
12552711000001104,Hydrocortisone 4mg/5ml oral suspension
12552811000001102,Hydrocortisone 4mg/5ml oral suspension (Special Order)
12552911000001108,Hydrocortisone 4mg/5ml oral suspension (Special Order)
12555311000001100,Hydrocortisone 50micrograms/5ml oral suspension
12553011000001104,Hydrocortisone 50micrograms/5ml oral suspension
12553111000001104,Hydrocortisone 50micrograms/5ml oral suspension (Special Order)
12553211000001108,Hydrocortisone 50micrograms/5ml oral suspension (Special Order)
12555211000001108,Hydrocortisone 50mg/5ml oral suspension
12553311000001100,Hydrocortisone 50mg/5ml oral suspension
12553411000001108,Hydrocortisone 50mg/5ml oral suspension (Special Order)
12553511000001108,Hydrocortisone 50mg/5ml oral suspension (Special Order)
12555411000001108,Hydrocortisone 6.25mg/5ml oral suspension
12553611000001106,Hydrocortisone 6.25mg/5ml oral suspension
12553711000001102,Hydrocortisone 6.25mg/5ml oral suspension (Special Order)
12553811000001104,Hydrocortisone 6.25mg/5ml oral suspension (Special Order)
12555511000001106,Hydrocortisone 6mg/5ml oral suspension
12553911000001100,Hydrocortisone 6mg/5ml oral suspension
12554011000001102,Hydrocortisone 6mg/5ml oral suspension (Special Order)
12554111000001100,Hydrocortisone 6mg/5ml oral suspension (Special Order)
12563611000001104,Hydrocortisone 7.5mg/5ml oral suspension
12555611000001104,Hydrocortisone 7.5mg/5ml oral suspension
12555711000001100,Hydrocortisone 7.5mg/5ml oral suspension (Special Order)
12555811000001108,Hydrocortisone 7.5mg/5ml oral suspension (Special Order)
12563711000001108,Hydrocortisone 75mg/5ml oral suspension
12555911000001104,Hydrocortisone 75mg/5ml oral suspension
12556011000001108,Hydrocortisone 75mg/5ml oral suspension (Special Order)
12556111000001108,Hydrocortisone 75mg/5ml oral suspension (Special Order)
12563811000001104,Hydrocortisone 7mg/5ml oral suspension
12558311000001108,Hydrocortisone 7mg/5ml oral suspension
12558411000001102,Hydrocortisone 7mg/5ml oral suspension (Special Order)
12558511000001104,Hydrocortisone 7mg/5ml oral suspension (Special Order)
12563911000001108,Hydrocortisone 85micrograms/5ml oral suspension
12558611000001104,Hydrocortisone 85micrograms/5ml oral suspension
12558711000001108,Hydrocortisone 85micrograms/5ml oral suspension (Special Order)
12558811000001100,Hydrocortisone 85micrograms/5ml oral suspension (Special Order)
13005411000001106,Methylprednisolone 1mg/5ml oral suspension
12950011000001100,Methylprednisolone 1mg/5ml oral suspension
12950111000001100,Methylprednisolone 1mg/5ml oral suspension (Special Order)
12950211000001106,Methylprednisolone 1mg/5ml oral suspension (Special Order)
13078411000001108,Prednisolone 1.5mg/5ml oral suspension
13053011000001108,Prednisolone 1.5mg/5ml oral suspension
13053211000001104,Prednisolone 1.5mg/5ml oral suspension (Special Order)
13053311000001106,Prednisolone 1.5mg/5ml oral suspension (Special Order)
13078311000001100,Prednisolone 1.5mg/5ml oral solution
13053511000001100,Prednisolone 1.5mg/5ml oral solution
13053711000001104,Prednisolone 1.5mg/5ml oral solution (Special Order)
13053911000001108,Prednisolone 1.5mg/5ml oral solution (Special Order)
13078611000001106,Prednisolone 10mg/5ml oral suspension
13054111000001106,Prednisolone 10mg/5ml oral suspension
13054411000001100,Prednisolone 10mg/5ml oral suspension (Special Order)
13054511000001102,Prednisolone 10mg/5ml oral suspension (Special Order)
429995001,Prednisolone 10mg/5ml oral solution
13054611000001104,Prednisolone 10mg/5ml oral solution
13054711000001108,Prednisolone 10mg/5ml oral solution (Special Order)
13054911000001108,Prednisolone 10mg/5ml oral solution (Special Order)
432225008,Prednisolone 15mg/5ml oral suspension
13055211000001104,Prednisolone 15mg/5ml oral suspension
13055311000001108,Prednisolone 15mg/5ml oral suspension (Special Order)
13055511000001100,Prednisolone 15mg/5ml oral suspension (Special Order)
416533002,Prednisolone 15mg/5ml oral solution
13055811000001104,Prednisolone 15mg/5ml oral solution
13055911000001108,Prednisolone 15mg/5ml oral solution (Special Order)
13056011000001100,Prednisolone 15mg/5ml oral solution (Special Order)
13079011000001108,Prednisolone 1mg/5ml oral suspension
13056111000001104,Prednisolone 1mg/5ml oral suspension
13056211000001104,Prednisolone 1mg/5ml oral suspension (Special Order)
13056311000001102,Prednisolone 1mg/5ml oral suspension (Special Order)
13078911000001100,Prednisolone 1mg/5ml oral solution
13056411000001108,Prednisolone 1mg/5ml oral solution
13056511000001108,Prednisolone 1mg/5ml oral solution (Special Order)
13056611000001108,Prednisolone 1mg/5ml oral solution (Special Order)
13079211000001104,Prednisolone 2.5mg/5ml oral suspension
13056711000001104,Prednisolone 2.5mg/5ml oral suspension
13056811000001106,Prednisolone 2.5mg/5ml oral suspension (Special Order)
13056911000001100,Prednisolone 2.5mg/5ml oral suspension (Special Order)
13079111000001104,Prednisolone 2.5mg/5ml oral solution
13057311000001104,Prednisolone 2.5mg/5ml oral solution
13057411000001106,Prednisolone 2.5mg/5ml oral solution (Special Order)
13057511000001104,Prednisolone 2.5mg/5ml oral solution (Special Order)
13079411000001100,Prednisolone 20mg/5ml oral suspension
13057911000001104,Prednisolone 20mg/5ml oral suspension
13058011000001100,Prednisolone 20mg/5ml oral suspension (Special Order)
13058111000001100,Prednisolone 20mg/5ml oral suspension (Special Order)
13079311000001108,Prednisolone 20mg/5ml oral solution
13058211000001106,Prednisolone 20mg/5ml oral solution
13058311000001104,Prednisolone 20mg/5ml oral solution (Special Order)
13058411000001104,Prednisolone 20mg/5ml oral solution (Special Order)
13079611000001102,Prednisolone 25mg/5ml oral suspension
13058511000001108,Prednisolone 25mg/5ml oral suspension
13058611000001108,Prednisolone 25mg/5ml oral suspension (Special Order)
13058711000001104,Prednisolone 25mg/5ml oral suspension (Special Order)
13079511000001100,Prednisolone 25mg/5ml oral solution
13058811000001108,Prednisolone 25mg/5ml oral solution
35097311000001104,Prednisolone 25mg/5ml oral solution
13058911000001102,Prednisolone 25mg/5ml oral solution (Special Order)
13059011000001106,Prednisolone 25mg/5ml oral solution (Special Order)
35097511000001108,Prednisolone 25mg/5ml oral solution (Special Order)
432224007,Prednisolone 5mg/5ml oral suspension
13120011000001108,Prednisolone 5mg/5ml oral suspension
13120111000001108,Prednisolone 5mg/5ml oral suspension (Special Order)
13120211000001104,Prednisolone 5mg/5ml oral suspension (Special Order)
13133111000001100,Prednisolone 5mg/5ml oral solution
13120311000001106,Prednisolone 5mg/5ml oral solution
13120411000001104,Prednisolone 5mg/5ml oral solution (Special Order)
13120511000001100,Prednisolone 5mg/5ml oral solution (Special Order)
13893711000001102,Hydrocortisone sodium succinate 100mg powder for solution for injection vials
13870711000001104,Hydrocortisone sodium succinate 100mg powder for solution for injection vials
13871211000001104,Solu-Cortef 100mg powder for solution for injection vials (Pfizer Ltd)
13871311000001108,Solu-Cortef 100mg powder for solution for injection vials (Pfizer Ltd)
38536611000001104,Hydrocortisone sodium succinate 100mg powder for solution for injection vials (Panpharma UK Ltd)
38536811000001104,Hydrocortisone sodium succinate 100mg powder for solution for injection vials (Panpharma UK Ltd)
14204411000001100,Prednisolone 1.67mg/5ml oral solution
14173011000001102,Prednisolone 1.67mg/5ml oral solution
14173111000001100,Prednisolone 1.67mg/5ml oral solution (Special Order)
14173211000001108,Prednisolone 1.67mg/5ml oral solution (Special Order)
14204511000001102,Prednisolone 1.67mg/5ml oral suspension
14173411000001106,Prednisolone 1.67mg/5ml oral suspension
14173511000001104,Prednisolone 1.67mg/5ml oral suspension (Special Order)
14173611000001108,Prednisolone 1.67mg/5ml oral suspension (Special Order)
15410611000001104,Fludrocortisone 30microgram capsules
15403411000001106,Fludrocortisone 30microgram capsules
15403511000001104,Fludrocortisone 30microgram capsules (Special Order)
15403611000001108,Fludrocortisone 30microgram capsules (Special Order)
15436911000001100,Hydrocortisone 2mg capsules
15427511000001108,Hydrocortisone 2mg capsules
15427611000001108,Hydrocortisone 2mg capsules (Special Order)
15427811000001106,Hydrocortisone 2mg capsules (Special Order)
15533611000001108,Hydrocortisone 2.5mg capsules
15524011000001100,Hydrocortisone 2.5mg capsules
15524111000001100,Hydrocortisone 2.5mg capsules (Special Order)
15524211000001106,Hydrocortisone 2.5mg capsules (Special Order)
16036211000001100,Hydrocortisone 100mg suppositories
16017811000001104,Hydrocortisone 100mg suppositories
16017911000001100,Hydrocortisone 100mg suppositories (Special Order)
16018111000001102,Hydrocortisone 100mg suppositories (Special Order)
16090211000001106,Hydrocortisone 50mg suppositories
16085411000001104,Hydrocortisone 50mg suppositories
16085511000001100,Hydrocortisone 50mg suppositories (Special Order)
16085611000001100,Hydrocortisone 50mg suppositories (Special Order)
